,y_test,prediction
2364,4793.76,2556.106696530675
4502,158.4604,384.22321316645633
4542,3835.008,1992.808308498179
3493,535.969,1616.8972312228525
5095,331.5684,274.9087397365014
5178,1539.9954,2844.7861552250997
794,505.3422,769.3315722473715
6618,1677.816,2999.4975002755855
1633,3861.64,2999.9093889405935
2804,2316.984,3015.036773914712
3413,1717.764,2116.7561936306483
8184,4731.1748,3994.155689655525
5451,1134.5232,1556.2062752593506
8271,2548.0166,1132.8790624731291
2613,211.7244,264.66577791138434
4891,6608.065,4040.5935876812086
2351,1761.7068,2015.9332514839314
7313,3068.0064,1292.1378367775153
1722,1197.7742,2839.2354261233554
6046,848.895,1025.8867293697904
2178,1607.2412,1574.9478002983624
8430,4042.7376,2988.357310600474
7010,5591.3884,2418.149382365163
5900,3994.8,2489.7424161027793
6070,1334.2632,1705.3333668743344
2812,617.8624,1348.3727285604875
1865,2328.9684,2929.9596778724313
6679,4979.5182,5242.749155295404
2933,3119.9388,3064.186606602092
1651,109.857,167.27848558752538
356,3163.8816,2116.7561936306483
7330,2285.0256,1563.206995220178
4523,3374.2744,2953.4521508378157
3025,284.9624,294.6186939959284
6317,4466.1864,2828.14112401795
2412,4845.0266,4023.4134881412274
4216,1747.0592,3896.3610896990685
3243,777.6544,767.5211504026779
5134,1470.0864,1551.7799517382875
7055,4103.9912,2905.908715318758
6473,353.5398,666.1059048173124
1705,6524.84,3770.5183683363944
6727,1211.756,1998.576660119844
4193,2716.464,2944.404965113979
6951,1470.0864,769.2257162603906
6354,307.5996,370.59251396713336
5740,5321.0736,3017.3150872806514
7442,343.5528,980.6983996389
5927,1488.063,1566.175078861861
5366,111.1886,274.6555638469589
3160,2175.1686,2092.7510923281584
6551,2609.936,2692.5686362832976
42,2527.3768,3012.7716350127153
4616,3323.0078,2116.7561936306483
3374,3739.1328,2460.489566375189
2162,1312.9576,1341.2743957910798
2396,3073.9986,2554.5350208963887
3042,2137.218,3864.5399150149724
2892,1576.6144,1563.206995220178
5057,114.5176,195.14437113892254
8077,1696.4584,2089.490004098529
3609,209.727,660.6800205384392
5415,3629.9416,2015.9332514839314
369,1230.3984,1705.3333668743344
5079,669.129,735.3671811502277
5478,3124.5994,2644.3795426058223
2260,2070.638,3716.043499557925
6109,1655.1788,1351.548025247139
3000,2145.2076,3957.6316383654407
6292,1457.4362,2091.8595692169956
844,6515.5188,3904.3773973072225
7171,3728.48,5303.987420349511
6759,1366.2216,1879.8057194840462
6699,753.6856,505.38692800375514
2519,982.055,660.3791621173656
6502,568.5932,662.0347150760454
8388,2155.1946,2655.3236648531374
5673,3243.7776,3818.3731248248537
1788,145.1444,347.62533580686636
7584,4567.388,3980.006258597993
3093,5681.2714,3972.995647831618
4498,5229.1932,3904.3773973072225
4059,1097.9042,1083.2030916870085
3433,427.4436,2106.3071962579124
633,437.4306,365.32467368597446
4734,2302.3364,4462.995041935581
3488,420.7856,272.8778003038614
629,1640.5312,1598.2281683967292
125,868.869,1563.206995220178
5969,6897.688,2999.9093889405935
719,145.8102,773.9917633980788
200,745.696,1602.440372794777
2755,3275.736,1724.4389394302104
8308,3193.8426,3871.6125048683903
6162,645.826,283.23209555560186
5193,5394.9774,3667.036492195139
8319,4210.5192,3906.3400920547697
8048,1098.57,664.5836052228087
1595,1288.9888,1371.91952572971
1997,306.268,1494.62724550735
4017,539.298,1030.4134978518484
521,314.2576,375.336730744684
2551,1120.5414,1599.0581954760128
1654,5522.811,3997.622034244356
8087,6199.9296,4053.951003492831
5554,1347.5792,2001.5460919161044
7618,974.7312,661.967755020351
7628,2163.85,3839.7437060304487
5723,458.0704,977.5239950796415
3564,1667.1632,3806.5195290625693
1437,6018.1662,3997.622034244356
4823,2376.906,2792.6176001828735
1733,814.9392,1584.1117793322562
8506,3944.865,3812.1119211240266
3790,2109.2544,2887.007311308144
7581,167.7816,192.6785082735341
1284,3014.7424,3013.876986945433
5758,2519.3872,1895.4502394506019
1259,169.1132,409.45847465303035
6651,1973.4312,1609.3541937860382
737,1470.0864,1998.576660119844
7467,850.8924,2116.7561936306483
2590,842.237,637.7401220907215
7687,2069.3064,1563.206995220178
1278,1917.504,2467.5786652418774
2658,3672.5528,2047.4212844392353
6288,958.752,1609.3541937860382
704,2756.412,2433.8735433871498
8262,3271.7412,2015.9332514839314
8176,809.6128,1566.175078861861
3207,2606.607,1556.3087585122307
295,925.462,1560.8767882959073
6395,2871.5954,2418.149382365163
2747,261.6594,1554.0640856784273
3896,622.523,281.88369265302447
2921,2093.2752,2871.9038797501853
4096,1263.0226,2913.632120954144
6889,952.094,1563.206995220178
4097,1445.4518,1751.8589046016068
572,2770.3938,2418.149382365163
3121,3415.554,2939.5066124377563
4848,3146.5708,3015.036773914712
5422,4604.6728,2873.0397133033034
3874,2450.144,2004.6044051259637
6859,3163.8816,5697.972442270783
6174,922.7988,669.5021873527321
837,5063.409,2944.404965113979
7943,934.7832,654.5558323132332
1829,122.5072,281.1450004250858
1255,1541.9928,3817.613092404664
3570,1298.31,2070.8808027262967
224,2406.867,2610.8854576479453
5716,2324.9736,3011.6118480434366
7279,2501.4106,3011.199959378429
1845,189.0872,233.18061536009637
8470,1551.314,2435.6705911002155
660,113.8518,648.4348801076419
4157,2141.2128,2919.8763133235984
713,1267.6832,2556.106696530675
4252,774.9912,3015.036773914712
4886,1018.674,1879.8057194840462
2070,181.0976,1559.8818031876917
3925,2936.178,2108.949906568316
8304,1917.504,2569.179891127208
3510,348.8792,411.1384568886525
444,3401.5722,3965.2387715768914
7678,2876.256,1614.4362934164392
914,2311.6576,2121.7017158666645
3552,5195.2374,5697.972442270783
2407,71.9064,168.65083441847543
3234,7503.566,3904.3773973072225
3030,651.8182,1083.0587404745338
2359,897.4984,3748.0496274843135
7359,3900.9222,2009.6763276109505
3464,1414.1592,3722.8989146413373
1563,1898.8616,1029.1007496640834
326,994.7052,2653.751989218851
3037,894.8352,1149.5026642802986
1140,1637.868,1705.3333668743344
5336,3089.9778,3939.5467748712963
834,5443.5808,3001.069175909872
4135,3605.307,2999.9093889405935
4864,4029.4216,1926.7197468498434
5281,6021.4952,4015.280643671956
3771,862.8768,557.2529650484158
4063,1722.4246,3057.3241292035113
7280,1743.0644,1605.5208251686229
2796,171.7764,196.39551321424295
980,3547.3824,2418.149382365163
7947,1556.6404,3748.0496274843135
2401,370.1848,490.05244005693413
7364,3894.93,2435.6705911002155
8522,765.67,1282.5272862920835
1509,3078.6592,2918.108988354451
2891,6114.7072,3013.876986945433
2587,4517.453,2985.6126499150128
4976,3630.6074,3012.7716350127153
7274,1627.881,1621.4980856665547
7283,3848.324,3755.076318145572
4662,2342.9502,1566.175078861861
8434,4332.3606,2572.145096946203
3284,428.7752,1609.3541937860382
7971,1267.6832,1334.9646036216152
593,587.2356,675.0653899127105
226,2956.152,2007.0057311038045
4140,534.6374,767.8158135719199
7050,3628.61,2394.274876051112
1363,6165.9738,5705.078003711823
4764,2756.412,3010.040172409151
7136,2496.75,1409.5934556283285
533,3299.7048,2489.7424161027793
5332,101.2016,264.10205049180615
4095,986.7156,2644.3795426058223
7858,188.4214,505.34184490235054
6983,357.5346,281.05926950790496
2385,4101.328,1492.5240474737482
5246,1245.046,1879.8057194840462
5532,2609.936,1486.468272797008
7235,627.1836,1609.3541937860382
8245,7549.5062,4046.928244386711
1499,2577.9776,2643.8686185241545
6707,4681.9056,3015.7434116463646
5810,1039.9796,767.8158135719199
7478,788.973,557.2980481498205
2290,2227.101,2418.149382365163
6569,7105.4176,3898.4117089035276
685,5954.2494,5125.9786393272125
1837,2759.0752,2982.7933834168334
3932,1145.176,980.8052955810052
6329,1351.574,1563.206995220178
4196,852.224,1609.3541937860382
3100,109.1912,272.8778003038614
5483,524.6504,2091.8595692169956
1156,708.4112,1566.175078861861
4941,162.4552,182.1242538542898
3212,181.0976,739.5463304109752
6694,1105.228,1724.4389394302104
6055,3504.1054,3011.5621089798406
4410,6636.6944,5705.078003711823
2667,1724.422,753.8863788161077
8140,623.1888,788.1537475825103
6425,463.3968,369.4804369727777
8180,3174.5344,3221.5911227136226
6611,223.7088,206.66947962373266
7155,1581.9408,1554.4907331495024
8190,1304.968,2900.952095821369
5413,6474.2392,3945.8662958911636
5964,988.0472,2116.7561936306483
7202,4225.1668,3736.728771124361
7760,176.437,411.18353999005717
1813,3681.874,4051.0807334773585
2377,5141.3076,3016.1553003113727
5010,2596.62,1579.1378053836288
4536,652.484,709.9324959369422
7873,103.199,264.66577791138434
8241,73.238,188.95151249502086
3850,1464.76,2418.149382365163
1986,1402.1748,2433.8735433871498
1590,435.4332,557.2529650484158
687,121.8414,281.4302688626121
979,1277.0044,2984.494123518352
2516,7590.12,3013.876986945433
6381,575.2512,1556.2062752593506
8102,1789.6704,2027.239395357527
8340,5296.439,2418.149382365163
2303,5660.6316,3861.526334489511
6875,311.5944,369.4804369727777
5511,4656.6052,2918.520877019459
1413,1304.968,1549.489007435586
2817,243.6828,675.467144607627
3260,942.7728,2465.768456724906
7320,3535.398,3000.6160266722463
6098,2804.3496,3846.896452222305
2122,717.0666,557.2529650484158
5495,777.6544,760.4820162238393
5879,4595.3516,4119.288943835151
8231,2693.8268,2489.7424161027793
3595,5331.7264,3807.865823230548
409,3195.84,2958.0843359945097
930,743.0328,1042.8059661536527
3743,1677.1502,2429.23643656861
2805,3302.368,2744.1030428927097
4759,1304.968,756.8190001055056
949,2133.2232,2884.742172406147
7001,3799.0548,3838.380746757689
2990,1230.3984,2435.6705911002155
6890,1537.998,2433.8735433871498
32,3068.0064,3939.358752491189
983,1223.0746,1729.5142863875099
1765,3547.3824,5697.972442270783
1888,2984.1156,1749.216214474799
6074,1583.9382,2004.6044051259637
7367,4068.7038,2984.494123518352
6925,3047.3666,3015.9719741494873
3402,2580.6408,2423.4378880116915
311,527.3136,1099.3367028178802
6631,442.757,222.15766919203577
1282,1480.0734,2688.7087704237
65,184.4266,500.5383755318284
7577,2163.1842,1879.8057194840462
5867,439.428,1479.8813034854227
2267,3338.987,3013.4782727443685
3623,2972.1312,2647.2108684513555
4855,3934.878,4048.8294320128293
7099,1823.6262,2663.056358746054
6816,2395.5484,2832.079430256864
4230,3369.6138,2489.7424161027793
2847,1669.8264,1552.3582998935576
3090,2541.3586,3913.721622345755
6500,1970.768,1566.175078861861
5858,1369.5506,2015.9332514839314
5829,2687.8346,3894.7169739938663
4459,4427.57,2874.169018652182
3955,2931.5174,2843.214479590814
2930,2820.9946,2418.149382365163
7262,4380.964,3896.8668365120648
514,729.051,779.5960203088907
3551,2352.9372,1030.5967896551429
5189,2700.4848,3642.0917766769767
4631,3083.9856,5705.078003711823
1060,5390.3168,2716.897422582961
3439,1757.712,1405.4758641203669
6616,2111.9176,2636.0331101400066
3270,1150.5024,2015.9332514839314
1277,874.8612,777.2867022785988
7120,567.2616,1563.206995220178
3954,2693.8268,3011.199959378429
700,1298.31,778.2653673453731
1467,6064.1064,5236.728703837828
176,1010.6844,1504.4522171449048
536,2210.456,3931.4257965305646
3735,1162.4868,2982.922447884065
6276,3884.943,3923.9034440479354
2175,755.0172,2024.9071358693045
5631,441.4254,657.9710876072163
347,3307.6944,3008.137183108566
1615,3511.4292,3012.7716350127153
2664,291.6204,772.5957103017823
2090,564.5984,660.6282812501399
2975,2025.3636,3833.926791231719
4304,865.54,660.6282812501399
5486,3946.8624,2672.7812161963016
4612,527.3136,557.2529650484158
4874,498.0184,557.2529650484158
3449,1964.7758,2433.8735433871498
1480,1188.453,2776.8106273450867
3705,1235.059,2874.169018652182
3833,1957.452,2900.952095821369
4842,3036.048,2012.7875510240276
7751,1263.6884,1563.206995220178
1917,2253.0672,2009.6763276109505
7062,2475.4444,3012.3053113111473
29,125.8362,169.8136446049967
7401,1640.5312,1025.18366012972
2262,1922.8304,1566.175078861861
8266,269.649,1015.9266205447751
8373,2051.9956,2525.306784178428
6269,4436.8912,4128.438466199092
6420,6056.1168,3783.73211594455
2579,1584.604,1517.0427675512674
2092,151.8024,367.11708434346343
6441,1341.587,1598.2281683967292
3754,2886.243,2759.237055615333
7631,495.3552,675.4511847186045
1326,3358.2952,3979.732159653267
6032,1511.366,2427.742213038132
7487,4065.3748,2900.952095821369
4136,262.991,557.2980481498205
1526,1258.362,1474.4902334472333
5053,2940.1728,2982.922447884065
202,1701.7848,2100.4811682252603
1578,372.848,644.3135005437431
6535,4165.2448,2962.6624747027595
1425,251.6724,651.8061144358472
6377,587.2356,1566.175078861861
4576,1955.4546,2884.742172406147
6063,419.454,682.0405230606488
4152,5274.4676,2433.8735433871498
771,1687.1372,2953.4521508378157
3611,2004.058,2116.7561936306483
8281,2366.919,3880.300496321558
5917,1709.1086,1599.0581954760128
6884,5816.4288,3931.44718796944
8513,595.2252,1566.175078861861
5611,4233.1564,4017.7349907757307
210,133.16,655.0082585606635
3291,2770.3938,2418.149382365163
5772,1895.5326,2416.065322824416
1150,3038.7112,1614.4362934164392
2764,1737.738,1133.99501320787
4273,1733.0774,1564.075334597696
2009,1556.6404,5705.078003711823
7502,1318.284,2089.490004098529
1645,3057.3536,2984.494123518352
2923,2428.8384,2425.0759467945104
7386,369.519,281.1450004250858
6396,4287.752,2983.334336549073
4974,1104.5622,2481.9997664889265
6123,1810.976,2925.5522685749547
5380,2768.3964,3915.208804926309
1143,1593.9252,1879.8057194840462
5787,3866.9664,1885.8115797617463
5258,2299.6732,1607.5224724251777
3125,2603.278,2435.6705911002155
7212,3436.1938,4038.088412754264
895,527.3136,3880.300496321558
4962,5834.4054,4031.969780571925
8347,3072.667,3951.31773084019
3601,2527.3768,1563.206995220178
5314,750.3566,1609.3541937860382
1161,509.337,982.3076425859446
1573,4660.6,3951.31773084019
2476,2332.2974,2046.6830049112762
1893,661.1394,3794.6727554723557
1961,4119.3046,4667.907278067045
4086,1038.648,2073.2436862098502
2031,2556.672,2875.32880562146
4492,2436.828,1998.576660119844
4269,4266.4464,3962.4104001166334
7431,3691.1952,2217.8835056571024
378,3251.1014,2791.2256870123824
2577,846.8976,2100.4811682252603
7173,1662.5026,2421.144619161539
2124,215.7192,264.5496236513384
2111,4633.968,3807.5889056674614
4398,2503.408,2433.8735433871498
4944,2175.8344,1877.2830186158128
2108,4729.8432,2992.8709325325385
308,1039.9796,1530.6565480188178
7555,2045.3376,3971.2160696620954
1712,3340.3186,1882.5816633628992
3156,1725.7536,3781.3565870018124
3935,551.2824,489.3710717033533
2101,1808.9786,2665.424312139281
7735,4577.375,5236.728703837828
4606,4660.6,3751.58744239914
7876,2137.8838,2653.2776492491
4041,517.3266,1170.7873355176398
214,324.9104,399.31285284550984
2797,1496.7184,3012.7716350127153
3875,1906.8512,1895.4502394506019
6455,1458.102,1563.206995220178
70,3435.528,2810.6012553115097
7544,4847.024,3893.940070750635
5333,4042.7376,2984.494123518352
2088,101.2016,173.60578373029722
6582,767.0016,1034.653583883134
8483,1612.5676,1895.4502394506019
2065,467.3916,557.2529650484158
3618,918.804,749.4616853549618
5869,2994.7684,2948.786725699228
1687,649.8208,1372.9810088231598
4149,1725.7536,1193.9053253502611
7369,950.7624,1402.3575966577998
2470,555.2772,505.34184490235054
6847,3537.3954,2433.8735433871498
2308,640.4996,778.2157329912588
2071,210.3928,1614.4362934164392
865,2157.192,1895.4502394506019
4337,1323.6104,754.3099656076394
6400,155.7972,174.74268070682064
3916,1023.3346,656.0481639369259
6755,1318.284,1447.457200527746
613,177.7686,1115.1455689827405
467,2067.309,1479.8813034854227
4579,1504.0422,2774.54548844309
7958,3307.6944,2414.111238339279
802,331.5684,978.2270643197118
8106,549.9508,645.2327359828257
2620,149.805,364.7021676468436
7081,392.822,554.5424017543418
3523,545.956,1621.4980856665547
8060,143.8128,364.5143747304057
2500,3057.3536,2929.9596778724313
4074,4207.856,4051.0807334773585
5649,1021.3372,657.0909913307046
4231,2348.9424,3016.1553003113727
3335,2821.6604,3851.9769161172762
6952,139.818,292.0915716958965
3065,1705.1138,2081.296319026641
7397,2587.9646,2990.4021548687165
6239,656.4788,660.1133211318172
7945,185.7582,486.73262210153194
3327,2013.3792,1865.0809878650875
1455,5887.6694,4128.438466199092
7895,5100.028,3916.8113816341993
4732,968.739,1198.2017791442436
456,9158.079,5705.078003711823
4674,351.5424,411.18353999005717
8379,2372.9112,3043.5940639874357
23,214.3876,273.5003063429923
5420,3179.195,2971.537708161881
527,323.5788,392.5612638571099
7408,6157.3184,5125.9786393272125
479,2205.1296,3010.040172409151
4968,432.77,557.2980481498205
6898,1151.834,3751.310278570249
2350,197.7426,543.0774768291274
4284,549.285,457.9448128889034
5712,4247.804,3001.069175909872
2446,585.904,654.5558323132332
3075,6093.4016,3959.4069643994612
3663,774.9912,1084.0927336846748
7029,882.8508,810.3212051727112
51,850.8924,2108.949906568316
3728,2281.6966,1563.206995220178
3698,209.727,663.6262874480379
4127,299.61,1566.175078861861
489,37.9506,166.7172439751666
2630,3113.2808,3671.792611285105
3319,2614.5966,2015.9332514839314
3681,1518.024,1014.8190344339848
3209,642.497,2027.239395357527
8043,283.6308,299.8457207982494
2828,905.488,3794.5349138835254
7636,575.2512,658.4114519380513
4540,5303.097,5697.972442270783
3697,2529.3742,1401.3708290401562
3619,1808.9786,2650.091686136464
5143,337.5606,1751.8589046016068
1652,498.0184,716.6860075252246
6393,1070.6064,2884.330283741139
2768,934.7832,868.8048362462059
7162,2061.3168,2869.084613252005
2194,2579.975,1600.4387255382221
4626,3149.234,2345.6620751365776
1089,1006.6896,1879.8057194840462
5914,2343.616,1900.5255551569796
6342,4587.362,2880.183081437509
7023,5020.132,3015.036773914712
6583,1669.8264,2427.742213038132
7626,144.4786,297.4393935365699
3759,3006.087,2108.949906568316
3725,4781.7756,2887.007311308144
4869,2055.9904,2027.239395357527
1960,5350.3688,3010.040172409151
3440,127.1678,283.60142570519025
6609,1829.6184,2425.0759467945104
5038,4795.0916,3006.061118941693
6855,135.8232,167.27848558752538
2917,1941.4728,1621.4980856665547
6918,1962.7784,2884.330283741139
4676,7741.9224,3904.3773973072225
4637,372.848,232.38383479594694
148,529.311,2886.5954226431363
1800,719.064,412.74587668104755
7921,888.843,411.18353999005717
6459,1767.699,3012.3184857750907
4752,756.3488,764.6136694471035
8314,4853.682,2856.4646609117835
3726,4821.7236,3667.036492195139
8037,1977.426,2970.9027211302473
6623,1609.9044,2001.5460919161044
2265,1209.7586,1064.1390719065173
5164,3263.7516,2875.32880562146
978,762.341,365.8363985976376
3287,1416.8224,2882.6163691756783
1607,419.454,758.226141252509
6338,4442.2176,2984.494123518352
4963,1422.1488,1895.4502394506019
3039,105.8622,169.25240299263794
1515,1245.046,1879.8057194840462
3538,857.5504,656.2074500858039
773,2746.425,1505.4599935544832
891,1043.9744,1116.4975336164962
6247,4399.6064,2483.9182434480576
4428,575.2512,749.5465834917076
3651,2763.07,1705.3333668743344
6961,2356.932,2453.3207125312615
2095,1231.73,2004.6044051259637
3559,199.74,658.6613809732766
3088,1686.4714,1566.175078861861
4624,1534.0032,1192.5424343770485
7053,3219.8088,2001.5460919161044
3351,2886.243,2981.762660914787
6532,3600.6464,3674.3727653688884
8123,3150.5656,2944.404965113979
1891,1068.609,3714.39919970744
7197,2247.7408,2108.949906568316
1870,1685.8056,2100.4811682252603
5766,243.6828,281.5464231226579
6504,153.134,369.4804369727777
3554,1050.6324,2867.924826282727
7724,1491.392,3011.199959378429
3862,1691.7978,2437.9598849624567
4084,2543.356,4022.638077939553
3481,1821.6288,2423.4378880116915
3524,2388.8904,1600.4387255382221
880,1174.4712,1109.209248824077
1726,1761.7068,2015.9332514839314
1127,6872.3876,5705.078003711823
2875,467.3916,376.1004668341441
2983,4910.275,2978.943394416607
1513,4006.7844,1926.7197468498434
1585,1102.5648,1474.4902334472333
878,1054.6272,1474.4902334472333
6085,401.4774,671.6802768562529
6753,4229.1616,4069.2821154390126
5667,2530.04,2015.9332514839314
7771,2388.8904,2981.3907649993926
3348,418.1224,557.2529650484158
5880,171.7764,411.18353999005717
2232,3123.9336,3012.3053113111473
1290,4189.2136,2753.7052706727973
283,2277.036,2433.8735433871498
4441,1286.3256,1517.693104976284
1014,1614.565,1296.3733028107395
3514,1113.2176,1566.175078861861
8177,1869.5664,3964.8359970598417
6999,2094.6068,2556.106696530675
4257,190.4188,243.40410519496058
1766,3125.931,3789.1080023733393
5731,1342.2528,2746.110594442531
7222,589.233,3013.876986945433
2708,4460.1942,3688.228488408352
675,3896.2616,2874.169018652182
6433,2354.2688,2418.149382365163
768,1657.842,1729.5142863875099
8178,4013.4424,2982.543627726456
3956,3214.4824,5317.534367609233
4807,1874.8928,3836.9688051877606
1292,3327.6684,2529.0824449992656
4340,1006.6896,783.9853762845296
2623,1164.4842,1609.3541937860382
5450,858.882,411.18353999005717
6222,1282.3308,2349.860737938741
3895,183.7608,197.74302797315016
6234,531.3084,636.3677732597715
6345,292.952,663.5333848753436
4513,1090.5804,1371.127995452437
1343,2021.3688,3013.876986945433
917,4655.2736,3972.63055274309
5754,1944.136,1563.206995220178
1237,1379.5376,2868.685096072216
2554,1941.4728,3830.851336556241
1690,1294.3152,2556.106696530675
2641,4354.332,5705.078003711823
4341,690.4346,656.8753327213672
2860,4863.0032,3893.490819683596
3026,838.908,1563.206995220178
85,2479.4392,2880.351230273681
4601,3695.19,5705.078003711823
7726,4637.9628,2875.32880562146
4539,1406.1696,1888.214538329891
8414,2263.72,1749.216214474799
2716,4224.501,2437.9598849624567
7546,4277.765,2873.0636667194635
502,527.3136,557.2529650484158
6908,5564.7564,3809.6695965554113
7437,1004.0264,2047.69519231237
7252,4161.25,4462.995041935581
4484,1901.5248,2489.7424161027793
7251,2163.1842,3959.905225189689
8447,7588.1226,3887.716419300164
5211,2153.1972,2437.9598849624567
3656,2749.754,3013.465098280425
8444,482.0392,2953.4521508378157
864,932.12,1560.8767882959073
8005,1910.846,3001.069175909872
1742,1426.1436,2489.7424161027793
170,2120.573,2665.424312139281
4404,1927.491,2027.239395357527
464,4466.1864,2842.0546926215357
3223,2873.5928,3663.7684564194305
2397,1884.8798,1563.206995220178
557,1747.725,2225.551639123309
8491,4809.7392,3847.7057776756724
470,3448.844,3863.419779201963
6359,3010.7476,2885.9019593754256
874,619.194,1044.8543968374847
5301,906.8196,3875.6422743673297
3709,8063.5038,5705.078003711823
2340,129.831,168.65083441847543
3856,2014.045,3013.876986945433
5352,2586.633,2953.4521508378157
2723,5901.6512,5242.749155295404
3783,4074.696,2754.0982151785956
8511,4207.856,3944.47862697033
31,2741.7644,1563.206995220178
5212,1310.2944,1130.9430470208408
3683,3528.74,2885.9019593754256
2059,1826.9552,3982.511433524938
7327,2684.5056,2418.149382365163
6200,1057.9562,2427.742213038132
418,844.2344,3863.4074075969256
2730,2470.118,3955.424020234974
6196,343.5528,992.0983063000785
5166,2106.5912,2423.4378880116915
984,2182.4924,3061.151394043084
4070,2117.244,2874.199500272582
1855,262.3252,290.5666805675494
7716,1797.66,1992.808308498179
6650,1086.5856,1091.7548681853377
4943,352.874,411.18353999005717
800,1108.557,2009.6763276109505
6405,1191.782,1895.4502394506019
1388,2087.283,1729.5142863875099
3953,3994.8,2467.5786652418774
5384,4012.7766,3015.036773914712
2029,1347.5792,1090.9885318997403
1448,2647.2208,2983.334336549073
5831,3029.39,1926.7197468498434
5190,4026.7584,3911.6406932569457
6230,2846.295,1879.8057194840462
8197,973.3996,1014.297864721102
7498,433.4358,297.1862176470275
5738,1078.596,1085.570063877595
5453,179.766,412.7909597824522
4202,322.913,1254.300323663206
5467,3972.8286,2418.149382365163
3359,463.3968,1208.1011926765711
4026,322.2472,392.5612638571099
6349,3332.329,4043.672471386592
2784,3487.4604,2047.4212844392353
3101,978.726,1566.175078861861
287,559.272,743.5550176242392
3277,5753.8436,5699.151497809008
5644,1612.5676,3965.533007415054
6093,3823.0236,2944.404965113979
7068,2410.196,1998.576660119844
912,2665.8632,1923.9751922556065
1746,404.8064,794.6919086445758
2951,2423.512,2983.334336549073
5799,7425.0016,4667.907278067045
1854,113.186,275.4924530058532
6969,331.5684,1127.4135203240712
3055,572.588,364.1450445808173
5565,3555.372,3840.1361978510336
5970,2308.9944,3010.040172409151
8285,1604.578,2644.087741822113
559,1966.7732,2100.4811682252603
138,535.3032,1480.5460081239735
6901,2988.1104,4042.3629976409616
8143,2348.9424,2061.130381274169
137,1314.2892,996.176541400433
6749,1926.1594,2875.32880562146
4947,296.281,1131.0870456926052
5237,4725.8484,3919.145303565817
7595,6431.628,5236.728703837828
3302,894.8352,1148.6130222826323
5568,2492.7552,3001.069175909872
8062,2073.3012,1890.4921726717691
7902,5257.1568,2944.404965113979
4737,1896.1984,1986.6075167146992
2242,984.7182,657.0909913307046
5510,1597.92,2556.106696530675
863,1707.777,1761.2210320432187
6648,1159.8236,1480.5460081239735
760,5163.9448,2999.4975002755855
6088,5946.9256,3692.470389213307
6851,1278.336,1524.5194096509551
2703,966.7416,1472.3578001912883
5412,3705.8428,2788.7807856465906
1940,796.2968,3017.3150872806514
2873,1657.842,1648.9976842214874
1985,1705.7796,3866.0284462360632
7236,7939.665,4619.080653493529
3063,3110.6176,3013.876986945433
8172,2396.88,2569.179891127208
5441,1695.1268,1477.3613224221158
1751,6404.996,3807.273523811588
6780,4566.7222,3745.1633066156433
4397,3466.1548,2617.764700071983
900,143.147,364.76755061994817
2724,511.3344,711.3122627323514
393,916.1408,557.2980481498205
2707,539.298,947.5785228632803
2735,2656.542,3012.7716350127153
3864,1733.7432,1158.7343659383203
7059,155.1314,369.2272610832352
3429,3418.883,4048.5755585504144
5031,527.3136,412.74587668104755
831,5976.2208,4017.5799648037832
908,657.8104,406.8696980568104
3987,1342.2528,1383.7358933687317
420,291.6204,247.36385343586687
2570,3643.2576,3009.4860448129675
4218,1850.924,3015.036773914712
5658,1272.3438,1086.2440679557155
5525,830.9184,648.4348801076419
194,5070.7328,5125.9786393272125
290,569.259,1879.8057194840462
4713,602.549,1992.808308498179
5856,3488.1262,1879.8057194840462
4045,3089.312,3011.6118480434366
3426,2535.3664,2446.7667649623622
6073,2326.971,2433.8735433871498
6351,1800.3232,3950.3698578250933
5971,808.947,939.1890176791111
4665,2432.8332,2870.3322041158995
7308,1428.141,2081.296319026641
7617,2625.9152,2678.0772725903576
963,2157.192,1365.6927240307402
7309,193.082,243.6572810845031
5117,2892.901,3965.2387715768914
5953,3383.5956,1600.4387255382221
5857,3515.424,2603.0959989442076
2049,1328.271,2983.334336549073
4655,94.5436,169.22344480536205
6674,125.8362,281.9104701295604
4958,5359.69,3758.8852340802296
7077,736.3748,794.6919086445758
2212,2942.836,1877.2830186158128
6554,3775.086,2918.7709613908796
2851,466.06,1561.5179224907292
159,2471.4496,2433.8735433871498
3152,885.514,751.774806590168
7350,3950.1914,3722.8989146413373
2400,2336.958,2883.170496771861
1912,860.2136,769.393566176966
3614,1488.7288,1885.8115797617463
6682,2199.1374,3890.245335840974
4411,1779.6834,2638.115709855961
6534,1821.6288,1751.8589046016068
6468,282.2992,2108.949906568316
2311,231.6984,1335.1852607454362
4456,785.644,660.079474984065
3353,628.5152,648.3597579790181
9,4710.535,3011.199959378429
5417,2045.3376,2864.012579337047
1139,2399.5432,3089.1145701518876
4472,365.5242,281.05926950790496
2884,3020.0688,2958.0843359945097
1314,739.038,1152.7646287115783
3345,857.5504,2001.5460919161044
227,153.134,367.48641449305177
7240,916.1408,995.4933534121966
3904,2446.815,2658.389087168816
3586,99.87,657.9710876072163
8209,3075.996,1590.9117910824225
634,2370.248,1895.4502394506019
8346,1596.5884,2181.2845082180165
7927,4837.7028,3956.74676350057
747,2041.3428,2345.6620751365776
8468,467.3916,1365.6927240307402
191,4745.8224,4061.449378969972
6672,2993.4368,3011.6118480434366
6601,319.584,1609.3541937860382
1421,2375.5744,2418.149382365163
